case_id,scenario,n_affected,lag,true_root,pred_root,root_correct,true_onset,pred_onset,onset_abs_error,model_confidence,model_reason,parse_status
NA5_LAG50_029,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an earlier anomaly onset at step 100 with high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150.",OK
NORMAL_000,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_001,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_002,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_003,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_004,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_005,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_006,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_007,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_008,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_009,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_010,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_011,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_012,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_013,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_014,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_015,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_016,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_017,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_018,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_019,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_020,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_021,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_022,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_023,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_024,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_025,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_026,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_027,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_028,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
NORMAL_029,NORMAL,,,none,none,True,,,,1.0,No anomalies detected in any channel.,OK
